seq,court,courtCode,title,rocYear,adYear,caseWord,caseNum,caseType,docType,rocDate,adDate,reason,size,judgmentId
933,智慧財產法院,IPC,智慧財產法院 110 年度 民營抗 字第 3 號民事裁定,110,2021,民營抗,3,民事,裁定,110.05.05,2021-05-05,營業秘密損害賠償等,,"IPCV,110,民營抗,3,20210505,1"
934,智慧財產法院,IPC,智慧財產法院 110 年度 民營上 字第 1 號民事裁定,110,2021,民營上,1,民事,裁定,110.05.04,2021-05-04,營業秘密損害賠償等,,"IPCV,110,民營上,1,20210504,1"
935,智慧財產法院,IPC,智慧財產法院 109 年度 民營上易 字第 2 號民事判決,109,2020,民營上易,2,民事,判決,110.04.22,2021-04-22,營業秘密損害賠償等（勞動）,,"IPCV,109,民營上易,2,20210422,1"
936,智慧財產法院,IPC,智慧財產法院 109 年度 刑智上重訴 字第 9 號刑事判決,109,2020,刑智上重訴,9,刑事,判決,110.04.08,2021-04-08,違反營業秘密法等,,"IPCM,109,刑智上重訴,9,20210408,1"
937,智慧財產法院,IPC,智慧財產法院 110 年度 刑智上重訴 字第 3 號刑事裁定,110,2021,刑智上重訴,3,刑事,裁定,110.03.30,2021-03-30,違反營業秘密法等,,"IPCM,110,刑智上重訴,3,20210330,1"
938,智慧財產法院,IPC,智慧財產法院 110 年度 刑智上重訴 字第 5 號刑事裁定,110,2021,刑智上重訴,5,刑事,裁定,110.03.26,2021-03-26,違反營業秘密法等,,"IPCM,110,刑智上重訴,5,20210326,1"
939,智慧財產法院,IPC,智慧財產法院 110 年度 刑智上重訴 字第 1 號刑事裁定,110,2021,刑智上重訴,1,刑事,裁定,110.03.10,2021-03-10,違反營業秘密法,,"IPCM,110,刑智上重訴,1,20210310,2"
940,智慧財產法院,IPC,智慧財產法院 108 年度 重附民上 字第 7 號刑事裁定,108,2019,重附民上,7,刑事,裁定,110.03.03,2021-03-03,違反營業秘密法,,"IPCM,108,重附民上,7,20210303,2"
941,智慧財產法院,IPC,智慧財產法院 108 年度 刑智上訴 字第 50 號刑事裁定,108,2019,刑智上訴,50,刑事,裁定,110.03.03,2021-03-03,違反營業秘密法,,"IPCM,108,刑智上訴,50,20210303,2"
942,智慧財產法院,IPC,智慧財產法院 109 年度 民營上 字第 3 號民事判決,109,2020,民營上,3,民事,判決,110.02.25,2021-02-25,營業秘密排除侵害,,"IPCV,109,民營上,3,20210225,2"
943,智慧財產法院,IPC,智慧財產法院 107 年度 刑智上訴 字第 43 號刑事判決,107,2018,刑智上訴,43,刑事,判決,110.02.24,2021-02-24,違反營業秘密法等,,"IPCM,107,刑智上訴,43,20210224,1"
944,智慧財產法院,IPC,智慧財產法院 109 年度 民營抗 字第 11 號民事裁定,109,2020,民營抗,11,民事,裁定,110.02.08,2021-02-08,營業秘密損害賠償等（勞動）,,"IPCV,109,民營抗,11,20210208,1"
945,智慧財產法院,IPC,智慧財產法院 110 年度 刑智抗 字第 1 號刑事裁定,110,2021,刑智抗,1,刑事,裁定,110.01.29,2021-01-29,違反營業秘密法等,,"IPCM,110,刑智抗,1,20210129,1"
946,智慧財產法院,IPC,智慧財產法院 109 年度 民營上 字第 1 號民事裁定,109,2020,民營上,1,民事,裁定,110.01.28,2021-01-28,營業秘密損害賠償等（勞動）,,"IPCV,109,民營上,1,20210128,2"
947,智慧財產法院,IPC,智慧財產法院 107 年度 民營上 字第 1 號民事判決,107,2018,民營上,1,民事,判決,110.01.28,2021-01-28,營業秘密損害賠償等（勞動）,,"IPCV,107,民營上,1,20210128,4"
948,智慧財產法院,IPC,智慧財產法院 110 年度 刑智上重訴 字第 1 號刑事裁定,110,2021,刑智上重訴,1,刑事,裁定,110.01.25,2021-01-25,違反營業秘密法,,"IPCM,110,刑智上重訴,1,20210125,1"
949,智慧財產法院,IPC,智慧財產法院 109 年度 刑智上重訴 字第 5 號刑事裁定,109,2020,刑智上重訴,5,刑事,裁定,110.01.21,2021-01-21,違反營業秘密法等,,"IPCM,109,刑智上重訴,5,20210121,2"
950,智慧財產法院,IPC,智慧財產法院 109 年度 重附民上 字第 7 號刑事判決,109,2020,重附民上,7,刑事,判決,110.01.07,2021-01-07,違反營業秘密法,,"IPCM,109,重附民上,7,20210107,1"
951,智慧財產法院,IPC,智慧財產法院 109 年度 刑智上重訴 字第 3 號刑事判決,109,2020,刑智上重訴,3,刑事,判決,110.01.07,2021-01-07,違反營業秘密法,,"IPCM,109,刑智上重訴,3,20210107,1"
952,智慧財產法院,IPC,智慧財產法院 108 年度 重附民上 字第 10 號刑事判決,108,2019,重附民上,10,刑事,判決,109.12.30,2020-12-30,違反營業秘密法等,,"IPCM,108,重附民上,10,20201230,1"
953,智慧財產法院,IPC,智慧財產法院 108 年度 刑智上訴 字第 52 號刑事判決,108,2019,刑智上訴,52,刑事,判決,109.12.30,2020-12-30,違反營業秘密法等,,"IPCM,108,刑智上訴,52,20201230,2"
954,智慧財產法院,IPC,智慧財產法院 108 年度 民營訴 字第 6 號民事裁定,108,2019,民營訴,6,民事,裁定,109.12.08,2020-12-08,營業秘密損害賠償,,"IPCV,108,民營訴,6,20201208,1"
955,智慧財產法院,IPC,智慧財產法院 109 年度 民營訴 字第 6 號民事判決,109,2020,民營訴,6,民事,判決,109.11.30,2020-11-30,營業秘密損害賠償,,"IPCV,109,民營訴,6,20201130,2"
956,智慧財產法院,IPC,智慧財產法院 109 年度 刑智上重訴 字第 4 號刑事裁定,109,2020,刑智上重訴,4,刑事,裁定,109.11.20,2020-11-20,違反營業秘密法等,,"IPCM,109,刑智上重訴,4,20201120,2"
957,智慧財產法院,IPC,智慧財產法院 109 年度 刑智上訴 字第 18 號刑事判決,109,2020,刑智上訴,18,刑事,判決,109.11.12,2020-11-12,違反營業秘密法等,,"IPCM,109,刑智上訴,18,20201112,1"
958,智慧財產法院,IPC,智慧財產法院 109 年度 刑智上重訴 字第 1 號刑事裁定,109,2020,刑智上重訴,1,刑事,裁定,109.10.30,2020-10-30,違反營業秘密法等,,"IPCM,109,刑智上重訴,1,20201030,2"
959,智慧財產法院,IPC,智慧財產法院 109 年度 民營上 字第 1 號民事判決,109,2020,民營上,1,民事,判決,109.10.29,2020-10-29,營業秘密損害賠償等（勞動）,,"IPCV,109,民營上,1,20201029,1"
960,智慧財產法院,IPC,智慧財產法院 109 年度 民營訴 字第 9 號民事裁定,109,2020,民營訴,9,民事,裁定,109.10.26,2020-10-26,營業秘密損害賠償等（勞動）,,"IPCV,109,民營訴,9,20201026,1"
961,智慧財產法院,IPC,智慧財產法院 109 年度 附民上 字第 1 號刑事裁定,109,2020,附民上,1,刑事,裁定,109.10.12,2020-10-12,違反營業秘密法,,"IPCM,109,附民上,1,20201012,2"
962,智慧財產法院,IPC,智慧財產法院 108 年度 民營訴 字第 4 號民事判決,108,2019,民營訴,4,民事,判決,109.09.29,2020-09-29,營業秘密損害賠償等,,"IPCV,108,民營訴,4,20200929,4"
963,智慧財產法院,IPC,智慧財產法院 109 年度 刑智上重訴 字第 1 號刑事裁定,109,2020,刑智上重訴,1,刑事,裁定,109.09.28,2020-09-28,違反營業秘密法等,,"IPCM,109,刑智上重訴,1,20200928,1"
964,智慧財產法院,IPC,智慧財產法院 109 年度 刑智上重訴 字第 5 號刑事裁定,109,2020,刑智上重訴,5,刑事,裁定,109.09.23,2020-09-23,違反營業秘密法等,,"IPCM,109,刑智上重訴,5,20200923,1"
965,智慧財產法院,IPC,智慧財產法院 109 年度 刑智上訴 字第 4 號刑事裁定,109,2020,刑智上訴,4,刑事,裁定,109.09.22,2020-09-22,違反營業秘密法等,,"IPCM,109,刑智上訴,4,20200922,3"
966,智慧財產法院,IPC,智慧財產法院 108 年度 民營訴 字第 3 號民事裁定,108,2019,民營訴,3,民事,裁定,109.09.21,2020-09-21,營業秘密損害賠償等（勞動）,,"IPCV,108,民營訴,3,20200921,4"
967,智慧財產法院,IPC,智慧財產法院 108 年度 刑智上更(一) 字第 3 號刑事裁定,108,2019,刑智上更(一),3,刑事,裁定,109.09.07,2020-09-07,違反營業秘密法等,,"IPCM,108,刑智上更(一),3,20200907,3"
968,智慧財產法院,IPC,智慧財產法院 109 年度 刑智上重訴 字第 4 號刑事裁定,109,2020,刑智上重訴,4,刑事,裁定,109.09.07,2020-09-07,違反營業秘密法等,,"IPCM,109,刑智上重訴,4,20200907,1"
969,智慧財產法院,IPC,智慧財產法院 107 年度 民營訴 字第 6 號民事裁定,107,2018,民營訴,6,民事,裁定,109.09.02,2020-09-02,營業秘密損害賠償等（勞動）,,"IPCV,107,民營訴,6,20200902,3"
970,智慧財產法院,IPC,智慧財產法院 107 年度 民營訴 字第 6 號民事裁定,107,2018,民營訴,6,民事,裁定,109.09.02,2020-09-02,營業秘密損害賠償等（勞動）,,"IPCV,107,民營訴,6,20200902,5"
971,智慧財產法院,IPC,智慧財產法院 107 年度 民營訴 字第 6 號民事裁定,107,2018,民營訴,6,民事,裁定,109.09.02,2020-09-02,營業秘密損害賠償等（勞動）,,"IPCV,107,民營訴,6,20200902,4"
972,智慧財產法院,IPC,智慧財產法院 108 年度 刑智上訴 字第 37 號刑事判決,108,2019,刑智上訴,37,刑事,判決,109.08.27,2020-08-27,違反營業秘密法等,,"IPCM,108,刑智上訴,37,20200827,2"
973,智慧財產法院,IPC,智慧財產法院 109 年度 民營抗 字第 7 號民事裁定,109,2020,民營抗,7,民事,裁定,109.08.24,2020-08-24,營業秘密損害賠償等（勞動）,,"IPCV,109,民營抗,7,20200824,1"
974,智慧財產法院,IPC,智慧財產法院 109 年度 刑智上訴 字第 12 號刑事判決,109,2020,刑智上訴,12,刑事,判決,109.08.20,2020-08-20,違反營業秘密法等,,"IPCM,109,刑智上訴,12,20200820,3"
975,智慧財產法院,IPC,智慧財產法院 108 年度 民營訴 字第 3 號民事判決,108,2019,民營訴,3,民事,判決,109.08.14,2020-08-14,營業秘密損害賠償等（勞動）,,"IPCV,108,民營訴,3,20200814,3"
976,智慧財產法院,IPC,智慧財產法院 109 年度 民營上易 字第 1 號民事判決,109,2020,民營上易,1,民事,判決,109.08.06,2020-08-06,營業秘密損害賠償（勞動）,,"IPCV,109,民營上易,1,20200806,1"
977,智慧財產法院,IPC,智慧財產法院 109 年度 民營上 字第 5 號民事裁定,109,2020,民營上,5,民事,裁定,109.08.03,2020-08-03,營業秘密排除侵害等（勞動）,,"IPCV,109,民營上,5,20200803,1"
978,智慧財產法院,IPC,智慧財產法院 107 年度 民營訴 字第 6 號民事判決,107,2018,民營訴,6,民事,判決,109.07.24,2020-07-24,營業秘密損害賠償等（勞動）,,"IPCV,107,民營訴,6,20200724,2"
979,智慧財產法院,IPC,智慧財產法院 108 年度 民營訴 字第 7 號民事裁定,108,2019,民營訴,7,民事,裁定,109.07.14,2020-07-14,營業秘密排除侵害等（勞動）,,"IPCV,108,民營訴,7,20200714,1"
980,智慧財產法院,IPC,智慧財產法院 105 年度 民營訴 字第 12 號民事裁定,105,2016,民營訴,12,民事,裁定,109.07.13,2020-07-13,營業秘密排除侵害等,,"IPCV,105,民營訴,12,20200713,4"
981,智慧財產法院,IPC,智慧財產法院 109 年度 刑智上訴 字第 4 號刑事裁定,109,2020,刑智上訴,4,刑事,裁定,109.07.09,2020-07-09,違反營業秘密法等,,"IPCM,109,刑智上訴,4,20200709,2"
982,智慧財產法院,IPC,智慧財產法院 108 年度 重附民上 字第 9 號刑事裁定,108,2019,重附民上,9,刑事,裁定,109.07.09,2020-07-09,違反營業秘密法等,,"IPCM,108,重附民上,9,20200709,2"
983,智慧財產法院,IPC,智慧財產法院 108 年度 刑智上訴 字第 54 號刑事裁定,108,2019,刑智上訴,54,刑事,裁定,109.07.09,2020-07-09,違反營業秘密法等,,"IPCM,108,刑智上訴,54,20200709,2"
984,智慧財產法院,IPC,智慧財產法院 109 年度 附民上 字第 1 號刑事判決,109,2020,附民上,1,刑事,判決,109.07.09,2020-07-09,違反營業秘密法,,"IPCM,109,附民上,1,20200709,1"
985,智慧財產法院,IPC,智慧財產法院 109 年度 刑智上訴 字第 2 號刑事判決,109,2020,刑智上訴,2,刑事,判決,109.07.09,2020-07-09,違反營業秘密法,,"IPCM,109,刑智上訴,2,20200709,1"
986,智慧財產法院,IPC,智慧財產法院 109 年度 刑智上訴 字第 12 號刑事裁定,109,2020,刑智上訴,12,刑事,裁定,109.07.07,2020-07-07,違反營業秘密法等,,"IPCM,109,刑智上訴,12,20200707,2"
987,智慧財產法院,IPC,智慧財產法院 107 年度 民營上 字第 1 號民事裁定,107,2018,民營上,1,民事,裁定,109.07.07,2020-07-07,營業秘密損害賠償等（勞動）,,"IPCV,107,民營上,1,20200707,3"
988,智慧財產法院,IPC,智慧財產法院 109 年度 民營上 字第 2 號民事裁定,109,2020,民營上,2,民事,裁定,109.07.07,2020-07-07,營業秘密損害賠償等（勞動）,,"IPCV,109,民營上,2,20200707,2"
989,智慧財產法院,IPC,智慧財產法院 109 年度 民營訴 字第 8 號民事裁定,109,2020,民營訴,8,民事,裁定,109.07.03,2020-07-03,營業秘密損害賠償（勞動）,,"IPCV,109,民營訴,8,20200703,1"
990,智慧財產法院,IPC,智慧財產法院 108 年度 民營訴 字第 4 號民事裁定,108,2019,民營訴,4,民事,裁定,109.07.02,2020-07-02,營業秘密損害賠償等,,"IPCV,108,民營訴,4,20200702,3"
991,智慧財產法院,IPC,智慧財產法院 108 年度 刑智上訴 字第 37 號刑事裁定,108,2019,刑智上訴,37,刑事,裁定,109.06.30,2020-06-30,違反營業秘密法等,,"IPCM,108,刑智上訴,37,20200630,1"
992,智慧財產法院,IPC,智慧財產法院 109 年度 民營上 字第 3 號民事裁定,109,2020,民營上,3,民事,裁定,109.06.29,2020-06-29,營業秘密排除侵害,,"IPCV,109,民營上,3,20200629,1"
993,智慧財產法院,IPC,智慧財產法院 109 年度 民營抗 字第 5 號民事裁定,109,2020,民營抗,5,民事,裁定,109.06.23,2020-06-23,營業秘密損害賠償等（勞動）,,"IPCV,109,民營抗,5,20200623,1"
994,智慧財產法院,IPC,智慧財產法院 108 年度 民營訴 字第 12 號民事判決,108,2019,民營訴,12,民事,判決,109.06.23,2020-06-23,營業秘密損害賠償等,,"IPCV,108,民營訴,12,20200623,1"
995,智慧財產法院,IPC,智慧財產法院 109 年度 民營訴 字第 6 號民事裁定,109,2020,民營訴,6,民事,裁定,109.06.22,2020-06-22,營業秘密損害賠償,,"IPCV,109,民營訴,6,20200622,1"
996,智慧財產法院,IPC,智慧財產法院 105 年度 民營訴 字第 12 號民事裁定,105,2016,民營訴,12,民事,裁定,109.06.15,2020-06-15,營業秘密排除侵害等,,"IPCV,105,民營訴,12,20200615,3"
997,智慧財產法院,IPC,智慧財產法院 109 年度 刑智上訴 字第 8 號刑事判決,109,2020,刑智上訴,8,刑事,判決,109.06.11,2020-06-11,違反營業秘密法等,,"IPCM,109,刑智上訴,8,20200611,1"
998,智慧財產法院,IPC,智慧財產法院 109 年度 民營訴 字第 3 號民事裁定,109,2020,民營訴,3,民事,裁定,109.05.29,2020-05-29,營業秘密損害賠償等（勞動）,,"IPCV,109,民營訴,3,20200529,1"
999,智慧財產法院,IPC,智慧財產法院 109 年度 民營訴 字第 7 號民事判決,109,2020,民營訴,7,民事,判決,109.05.28,2020-05-28,營業秘密損害賠償（勞動）,,"IPCV,109,民營訴,7,20200528,1"
1000,智慧財產法院,IPC,智慧財產法院 108 年度 民營上 字第 2 號民事判決,108,2019,民營上,2,民事,判決,109.05.21,2020-05-21,營業秘密損害賠償等（勞動）,,"IPCV,108,民營上,2,20200521,1"
1001,智慧財產法院,IPC,智慧財產法院 108 年度 民營訴 字第 4 號民事裁定,108,2019,民營訴,4,民事,裁定,109.05.04,2020-05-04,營業秘密損害賠償等,,"IPCV,108,民營訴,4,20200504,2"
1002,智慧財產法院,IPC,智慧財產法院 109 年度 民營訴 字第 4 號民事裁定,109,2020,民營訴,4,民事,裁定,109.04.30,2020-04-30,營業秘密損害賠償等（勞動）,,"IPCV,109,民營訴,4,20200430,1"
1003,智慧財產法院,IPC,智慧財產法院 109 年度 刑智上訴 字第 12 號刑事裁定,109,2020,刑智上訴,12,刑事,裁定,109.04.21,2020-04-21,違反營業秘密法等,,"IPCM,109,刑智上訴,12,20200421,1"
1004,智慧財產法院,IPC,智慧財產法院 109 年度 刑智抗 字第 3 號刑事裁定,109,2020,刑智抗,3,刑事,裁定,109.04.14,2020-04-14,違反營業秘密法等,,"IPCM,109,刑智抗,3,20200414,1"
1005,智慧財產法院,IPC,智慧財產法院 109 年度 民營上 字第 2 號民事裁定,109,2020,民營上,2,民事,裁定,109.04.14,2020-04-14,營業秘密損害賠償等（勞動）,,"IPCV,109,民營上,2,20200414,1"
1006,智慧財產法院,IPC,智慧財產法院 109 年度 民營訴 字第 2 號民事判決,109,2020,民營訴,2,民事,判決,109.04.13,2020-04-13,營業秘密損害賠償（勞動）,,"IPCV,109,民營訴,2,20200413,1"
1007,智慧財產法院,IPC,智慧財產法院 108 年度 民營上易 字第 2 號民事裁定,108,2019,民營上易,2,民事,裁定,109.04.09,2020-04-09,營業秘密損害賠償（勞動）,,"IPCV,108,民營上易,2,20200409,1"
1008,智慧財產法院,IPC,智慧財產法院 108 年度 民營上易 字第 1 號民事判決,108,2019,民營上易,1,民事,判決,109.04.09,2020-04-09,營業秘密損害賠償（勞動）,,"IPCV,108,民營上易,1,20200409,1"
1009,智慧財產法院,IPC,智慧財產法院 107 年度 民營上 字第 1 號民事判決,107,2018,民營上,1,民事,判決,109.04.09,2020-04-09,營業秘密損害賠償等（勞動）,,"IPCV,107,民營上,1,20200409,2"
1010,智慧財產法院,IPC,智慧財產法院 107 年度 民營訴 字第 7 號民事裁定,107,2018,民營訴,7,民事,裁定,109.04.08,2020-04-08,營業秘密損害賠償等,,"IPCV,107,民營訴,7,20200408,3"
1011,智慧財產法院,IPC,智慧財產法院 108 年度 刑智上更(一) 字第 3 號刑事裁定,108,2019,刑智上更(一),3,刑事,裁定,109.03.31,2020-03-31,違反營業秘密法等,,"IPCM,108,刑智上更(一),3,20200331,2"
1012,智慧財產法院,IPC,智慧財產法院 109 年度 刑智抗 字第 2 號刑事裁定,109,2020,刑智抗,2,刑事,裁定,109.03.31,2020-03-31,違反營業秘密法等,,"IPCM,109,刑智抗,2,20200331,1"
1013,智慧財產法院,IPC,智慧財產法院 108 年度 民營上更(二) 字第 1 號民事裁定,108,2019,民營上更(二),1,民事,裁定,109.03.30,2020-03-30,營業秘密損害賠償等,,"IPCV,108,民營上更(二),1,20200330,1"
1014,智慧財產法院,IPC,智慧財產法院 108 年度 民營訴 字第 3 號民事判決,108,2019,民營訴,3,民事,判決,109.03.30,2020-03-30,營業秘密損害賠償等（勞動）,,"IPCV,108,民營訴,3,20200330,2"
1015,智慧財產法院,IPC,智慧財產法院 107 年度 民營上 字第 3 號民事判決,107,2018,民營上,3,民事,判決,109.03.30,2020-03-30,營業秘密損害賠償等（勞動）,,"IPCV,107,民營上,3,20200330,4"
1016,智慧財產法院,IPC,智慧財產法院 108 年度 民營訴 字第 8 號民事裁定,108,2019,民營訴,8,民事,裁定,109.03.26,2020-03-26,營業秘密排除侵害等,,"IPCV,108,民營訴,8,20200326,1"
1017,智慧財產法院,IPC,智慧財產法院 106 年度 民營訴 字第 2 號民事判決,106,2017,民營訴,2,民事,判決,109.03.26,2020-03-26,營業秘密損害賠償（勞動）,,"IPCV,106,民營訴,2,20200326,5"
1018,智慧財產法院,IPC,智慧財產法院 108 年度 刑智上訴 字第 52 號刑事裁定,108,2019,刑智上訴,52,刑事,裁定,109.03.02,2020-03-02,違反營業秘密法等,,"IPCM,108,刑智上訴,52,20200302,1"
1019,智慧財產法院,IPC,智慧財產法院 106 年度 民營訴 字第 2 號民事裁定,106,2017,民營訴,2,民事,裁定,109.02.27,2020-02-27,營業秘密損害賠償（勞動）,,"IPCV,106,民營訴,2,20200227,4"
1020,智慧財產法院,IPC,智慧財產法院 108 年度 民營訴 字第 1 號民事判決,108,2019,民營訴,1,民事,判決,109.02.25,2020-02-25,營業秘密排除侵害等（勞動）,,"IPCV,108,民營訴,1,20200225,5"
1021,智慧財產法院,IPC,智慧財產法院 108 年度 民營訴 字第 11 號民事裁定,108,2019,民營訴,11,民事,裁定,109.02.20,2020-02-20,營業秘密排除侵害,,"IPCV,108,民營訴,11,20200220,5"
1022,智慧財產法院,IPC,智慧財產法院 108 年度 民營訴 字第 11 號民事裁定,108,2019,民營訴,11,民事,裁定,109.02.20,2020-02-20,營業秘密排除侵害,,"IPCV,108,民營訴,11,20200220,4"
1023,智慧財產法院,IPC,智慧財產法院 109 年度 刑智上訴 字第 4 號刑事裁定,109,2020,刑智上訴,4,刑事,裁定,109.02.13,2020-02-13,違反營業秘密法等,,"IPCM,109,刑智上訴,4,20200213,1"
1024,智慧財產法院,IPC,智慧財產法院 105 年度 民營上 字第 4 號民事裁定,105,2016,民營上,4,民事,裁定,109.02.10,2020-02-10,營業秘密損害賠償等,,"IPCV,105,民營上,4,20200210,5"
1025,智慧財產法院,IPC,智慧財產法院 108 年度 重附民上 字第 7 號刑事裁定,108,2019,重附民上,7,刑事,裁定,109.02.05,2020-02-05,違反營業秘密法,,"IPCM,108,重附民上,7,20200205,1"
1026,智慧財產法院,IPC,智慧財產法院 108 年度 刑智上訴 字第 50 號刑事裁定,108,2019,刑智上訴,50,刑事,裁定,109.02.05,2020-02-05,違反營業秘密法,,"IPCM,108,刑智上訴,50,20200205,1"
1027,智慧財產法院,IPC,智慧財產法院 108 年度 民營訴 字第 9 號民事裁定,108,2019,民營訴,9,民事,裁定,109.02.04,2020-02-04,營業秘密損害賠償等,,"IPCV,108,民營訴,9,20200204,3"
1028,智慧財產法院,IPC,智慧財產法院 108 年度 民營訴 字第 11 號民事判決,108,2019,民營訴,11,民事,判決,109.01.21,2020-01-21,營業秘密排除侵害,,"IPCV,108,民營訴,11,20200121,3"
1029,智慧財產法院,IPC,智慧財產法院 106 年度 民營訴 字第 2 號民事判決,106,2017,民營訴,2,民事,判決,109.01.17,2020-01-17,營業秘密損害賠償,,"IPCV,106,民營訴,2,20200117,3"
1030,智慧財產法院,IPC,智慧財產法院 108 年度 刑智上更(一) 字第 3 號刑事裁定,108,2019,刑智上更(一),3,刑事,裁定,109.01.13,2020-01-13,違反營業秘密法等,,"IPCM,108,刑智上更(一),3,20200113,1"
1031,智慧財產法院,IPC,智慧財產法院 108 年度 民營訴 字第 2 號民事判決,108,2019,民營訴,2,民事,判決,109.01.13,2020-01-13,營業秘密排除侵害,,"IPCV,108,民營訴,2,20200113,2"
1032,智慧財產法院,IPC,智慧財產法院 108 年度 重附民上 字第 9 號刑事裁定,108,2019,重附民上,9,刑事,裁定,109.01.09,2020-01-09,違反營業秘密法等,,"IPCM,108,重附民上,9,20200109,1"
1033,智慧財產法院,IPC,智慧財產法院 108 年度 刑智上訴 字第 54 號刑事裁定,108,2019,刑智上訴,54,刑事,裁定,109.01.09,2020-01-09,違反營業秘密法等,,"IPCM,108,刑智上訴,54,20200109,1"
1034,智慧財產法院,IPC,智慧財產法院 107 年度 民營訴 字第 8 號民事裁定,107,2018,民營訴,8,民事,裁定,109.01.09,2020-01-09,營業秘密損害賠償等,,"IPCV,107,民營訴,8,20200109,3"
1035,智慧財產法院,IPC,智慧財產法院 105 年度 民營訴 字第 12 號民事裁定,105,2016,民營訴,12,民事,裁定,109.01.09,2020-01-09,營業秘密排除侵害等,,"IPCV,105,民營訴,12,20200109,2"
1036,智慧財產法院,IPC,智慧財產法院 108 年度 民營訴 字第 1 號民事裁定,108,2019,民營訴,1,民事,裁定,109.01.07,2020-01-07,營業秘密排除侵害等（勞動）,,"IPCV,108,民營訴,1,20200107,4"
1037,智慧財產法院,IPC,智慧財產法院 107 年度 民營上 字第 3 號民事裁定,107,2018,民營上,3,民事,裁定,109.01.06,2020-01-06,營業秘密損害賠償等（勞動）,,"IPCV,107,民營上,3,20200106,3"
1038,智慧財產法院,IPC,智慧財產法院 108 年度 民營訴 字第 9 號民事裁定,108,2019,民營訴,9,民事,裁定,109.01.02,2020-01-02,營業秘密損害賠償等,,"IPCV,108,民營訴,9,20200102,2"
1039,智慧財產法院,IPC,智慧財產法院 108 年度 刑智上訴 字第 6 號刑事判決,108,2019,刑智上訴,6,刑事,判決,108.12.31,2019-12-31,違反營業秘密法,,"IPCM,108,刑智上訴,6,20191231,1"
1040,智慧財產法院,IPC,智慧財產法院 108 年度 民營訴 字第 1 號民事裁定,108,2019,民營訴,1,民事,裁定,108.12.24,2019-12-24,營業秘密排除侵害等,,"IPCV,108,民營訴,1,20191224,3"
1041,智慧財產法院,IPC,智慧財產法院 107 年度 民營上 字第 7 號民事裁定,107,2018,民營上,7,民事,裁定,108.12.23,2019-12-23,營業秘密損害賠償,,"IPCV,107,民營上,7,20191223,2"
1042,智慧財產法院,IPC,智慧財產法院 108 年度 刑智上訴 字第 43 號刑事判決,108,2019,刑智上訴,43,刑事,判決,108.12.05,2019-12-05,違反營業秘密法等,,"IPCM,108,刑智上訴,43,20191205,1"
1043,智慧財產法院,IPC,智慧財產法院 108 年度 重附民上 字第 4 號刑事判決,108,2019,重附民上,4,刑事,判決,108.12.05,2019-12-05,違反營業秘密法等,,"IPCM,108,重附民上,4,20191205,1"
1044,智慧財產法院,IPC,智慧財產法院 108 年度 民營訴 字第 4 號民事裁定,108,2019,民營訴,4,民事,裁定,108.12.03,2019-12-03,營業秘密損害賠償等,,"IPCV,108,民營訴,4,20191203,1"
1045,智慧財產法院,IPC,智慧財產法院 107 年度 民營訴 字第 12 號民事判決,107,2018,民營訴,12,民事,判決,108.12.03,2019-12-03,營業秘密損害賠償等,,"IPCV,107,民營訴,12,20191203,2"
1046,智慧財產法院,IPC,智慧財產法院 108 年度 民營訴 字第 9 號民事判決,108,2019,民營訴,9,民事,判決,108.11.29,2019-11-29,營業秘密損害賠償等,,"IPCV,108,民營訴,9,20191129,1"
1047,智慧財產法院,IPC,智慧財產法院 108 年度 刑智抗 字第 17 號刑事裁定,108,2019,刑智抗,17,刑事,裁定,108.11.25,2019-11-25,違反營業秘密法,,"IPCM,108,刑智抗,17,20191125,1"
1048,智慧財產法院,IPC,智慧財產法院 107 年度 民營上 字第 7 號民事判決,107,2018,民營上,7,民事,判決,108.10.31,2019-10-31,營業秘密損害賠償,,"IPCV,107,民營上,7,20191031,1"
1049,智慧財產法院,IPC,智慧財產法院 107 年度 民營上 字第 3 號民事裁定,107,2018,民營上,3,民事,裁定,108.10.14,2019-10-14,營業秘密損害賠償等,,"IPCV,107,民營上,3,20191014,2"
1050,智慧財產法院,IPC,智慧財產法院 108 年度 民營訴 字第 11 號民事裁定,108,2019,民營訴,11,民事,裁定,108.10.04,2019-10-04,營業秘密排除侵害,,"IPCV,108,民營訴,11,20191004,2"
1051,智慧財產法院,IPC,智慧財產法院 108 年度 民營訴 字第 11 號民事裁定,108,2019,民營訴,11,民事,裁定,108.10.02,2019-10-02,營業秘密排除侵害,,"IPCV,108,民營訴,11,20191002,1"
1052,智慧財產法院,IPC,智慧財產法院 106 年度 民營訴 字第 2 號民事裁定,106,2017,民營訴,2,民事,裁定,108.10.01,2019-10-01,營業秘密損害賠償,,"IPCV,106,民營訴,2,20191001,2"
1053,智慧財產法院,IPC,智慧財產法院 107 年度 民營訴 字第 6 號民事裁定,107,2018,民營訴,6,民事,裁定,108.08.13,2019-08-13,營業秘密損害賠償等,,"IPCV,107,民營訴,6,20190813,1"
1054,智慧財產法院,IPC,智慧財產法院 107 年度 民營訴 字第 4 號民事裁定,107,2018,民營訴,4,民事,裁定,108.07.29,2019-07-29,營業秘密排除侵害,,"IPCV,107,民營訴,4,20190729,6"
